,tweets,likes,time,retweets,clean_tweets,polarity,subjectivity,sentiment
900,What’s the point of vaccination if people would still do Covid-19 for every intl departure and arrival.,0,2021-10-22 21:35:24+00:00,0,"['point', 'vaccination', 'people', 'would', 'still', 'covid', 'every', 'intl', 'departure', 'arrival']",0.0,0.0,Neutral
901,"RT @JujuliaGrace: There were over 50,000 cases of COVID-19 in the UK yesterday. 

Hospitalisations and deaths continue to rise. And our gov…",0,2021-10-22 21:35:23+00:00,1549,"['rt', 'jujuliagrace', 'case', 'covid', 'uk', 'yesterday', 'hospitalisation', 'death', 'continue', 'rise', 'gov', '']",0.0,0.0,Neutral
902,"RT @DubauskasJan: SET OUR CHILDREN FREE!!! Today, @ScottsdaleUSD released very low COVID-19 numbers. ✅

A 0.13% positivity rate does not ju…",0,2021-10-22 21:35:21+00:00,3,"['rt', 'dubauskasjan', 'set', 'child', 'free', 'today', 'scottsdaleusd', 'released', 'low', 'covid', 'number', 'positivity', 'rate', 'ju', '']",0.390625,0.595,Positive
903,RT @jgombita: RT @WhatsThePointSK: Solid assessment and analysis of #covid19sk on @TheCurrentCBC by @MMandryk this am [talking to @mattgall…,0,2021-10-22 21:35:21+00:00,7,"['rt', 'jgombita', 'rt', 'whatsthepointsk', 'solid', 'assessment', 'analysis', 'covidsk', 'thecurrentcbc', 'mmandryk', 'talking', 'mattgall', '']",0.0,0.1,Neutral
904,Lost Your COVID-19 Vaccine Card? Not promoting any vaccinations. “ Don’t tread on me”!! Just an FYI. I was double Moderna vaccinated and got a 2week covid sting with a 2 day bad fever. Wasn’t fun.  https://t.co/uFRJzNyTT6,0,2021-10-22 21:35:19+00:00,0,"['lost', 'covid', 'vaccine', 'card', 'promoting', 'vaccination', 'tread', 'fyi', 'double', 'moderna', 'vaccinated', 'got', 'week', 'covid', 'sting', 'day', 'bad', 'fever', 'fun', 'httpstcoufrjznytt']",-0.13333333333333328,0.2888888888888889,Negative
905,"RT @emmaoconnellco: “The evolution of vaccine certificates will actually drive the whole field of digital ID in the future. So, therefore,…",0,2021-10-22 21:35:19+00:00,269,"['rt', 'emmaoconnellco', 'evolution', 'vaccine', 'certificate', 'actually', 'drive', 'whole', 'field', 'digital', 'id', 'future', 'therefore', '']",0.05,0.15625,Positive
906,"RT @aunty_shirley: 👀 the World can see what’s happening in the UK…. Another #johnsonvariant
#torycoviddisaster #johnsonout  https://t.co/P6…",0,2021-10-22 21:35:19+00:00,2,"['rt', 'auntyshirley', 'world', 'see', 'happening', 'uk', 'another', 'johnsonvariant', 'torycoviddisaster', 'johnsonout', 'httpstcop', '']",0.0,0.0,Neutral
907,"RT @YorkRegionGovt: Today, York Region is reporting 29 new cases of COVID-19 with sadly, two additional fatalities. 

87.4% of residents ag…",0,2021-10-22 21:35:19+00:00,1,"['rt', 'yorkregiongovt', 'today', 'york', 'region', 'reporting', 'new', 'case', 'covid', 'sadly', 'two', 'additional', 'fatality', 'resident', 'ag', '']",-0.18181818181818182,0.7272727272727273,Negative
908,"Perhaps time the world started talking compensation from the US/China for Covid chaos, death &amp; debt?

https://t.co/0cSFksUUAR

@nzherald @UN @nytimes @latimes @cnni @AJEnglish @guardiannews @NZStuff @NZParliament @SCMPNews @washingtonpost #COVID19 @derspiegel @Europarl_EN @AOC",0,2021-10-22 21:35:18+00:00,0,"['perhaps', 'time', 'world', 'started', 'talking', 'compensation', 'uschina', 'covid', 'chaos', 'death', 'amp', 'debt', 'httpstcocsfksuuar', 'nzherald', 'un', 'nytimes', 'latimes', 'cnni', 'ajenglish', 'guardiannews', 'nzstuff', 'nzparliament', 'scmpnews', 'washingtonpost', 'covid', 'derspiegel', 'europarlen', 'aoc']",0.0,0.0,Neutral
909,"Reminder: if you want to be at a panel, make sure you arrive on time. Per our COVID-19 policy, there will be no standing room. Once all seats are filled, lines will be cut off.",0,2021-10-22 21:35:18+00:00,0,"['reminder', 'want', 'panel', 'make', 'sure', 'arrive', 'time', 'per', 'covid', 'policy', 'standing', 'room', 'seat', 'filled', 'line', 'cut']",0.45,0.8944444444444444,Positive
910,RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:35:17+00:00,689,"['rt', 'repthomasmassie', 'goalpost', 'moving', 'first', 'changed', 'definition', 'vaccine', 'changing', 'definition', 'full', '']",0.25,0.3333333333333333,Positive
911,RT @Canoe: Canada considers what to do with millions of unused COVID-19 vaccine doses https://t.co/KxjrvBAZFo,0,2021-10-22 21:35:17+00:00,1,"['rt', 'canoe', 'canada', 'considers', 'million', 'unused', 'covid', 'vaccine', 'dos', 'httpstcokxjrvbazfo']",0.0,0.0,Neutral
912,"RT @GovPhilScott: Booster shots are safe, effective and offer maximum protection - and Vermont is leading the way. Today, tens of thousands…",0,2021-10-22 21:35:16+00:00,10,"['rt', 'govphilscott', 'booster', 'shot', 'safe', 'effective', 'offer', 'maximum', 'protection', 'vermont', 'leading', 'way', 'today', 'ten', 'thousand', '']",0.55,0.65,Positive
913,"RT @CP24: #BREAKING: Ontario restaurants, gyms to return to full pre-pandemic capacity on Oct. 25; all other COVID-19 mitigation measures t…",0,2021-10-22 21:35:16+00:00,283,"['rt', 'cp', 'breaking', 'ontario', 'restaurant', 'gym', 'return', 'full', 'prepandemic', 'capacity', 'oct', 'covid', 'mitigation', 'measure', '']",0.11249999999999999,0.4625,Positive
914,"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:35:16+00:00,3546,"['rt', 'emeraldrobinson', 'dr', 'fauci', 'morally', 'responsible', 'creating', 'covid', 'directly', 'responsible', 'million', 'death', 'aro', '']",0.2,0.55,Positive
915,"RT @GandBLawyers: Singapore with one of the highest vaccination rates in the world, seeing spiralling deaths and covid-19 out of control. B…",0,2021-10-22 21:35:15+00:00,57,"['rt', 'gandblawyers', 'singapore', 'one', 'highest', 'vaccination', 'rate', 'world', 'seeing', 'spiralling', 'death', 'covid', 'control', 'b', '']",0.0,0.0,Neutral
916,RT @CNNPolitics: NEW: Rep. Glenn Thompson tests positive for Covid-19 and is being treated at Walter Reed hospital https://t.co/I1CAtQ1TVu,0,2021-10-22 21:35:15+00:00,25,"['rt', 'cnnpolitics', 'new', 'rep', 'glenn', 'thompson', 'test', 'positive', 'covid', 'treated', 'walter', 'reed', 'hospital', 'httpstcoicatqtvu']",0.18181818181818182,0.5,Positive
917,"RT @mandophotos: A Day of the Dead ofrenda created by Isabel Hernandez, sits illuminated in her Pilsen yard to honor Chicagoans who have di…",0,2021-10-22 21:35:14+00:00,952,"['rt', 'mandophotos', 'day', 'dead', 'ofrenda', 'created', 'isabel', 'hernandez', 'sits', 'illuminated', 'pilsen', 'yard', 'honor', 'chicagoans', 'di', '']",-0.2,0.4,Negative
918,RT @lesleyabravanel: @GovRonDeSantis The 2021 Best &amp; Worst States for Jobs report ranks Florida as one of the worst. Florida’s overall scor…,0,2021-10-22 21:35:13+00:00,16,"['rt', 'lesleyabravanel', 'govrondesantis', 'best', 'amp', 'worst', 'state', 'job', 'report', 'rank', 'florida', 'one', 'worst', 'florida', 'overall', 'scor', '']",-0.25,0.575,Negative
919,"@RepHartzler From the Missouri Monthly Jobs Report: ""Total payroll employment increased by 70,800 jobs from September 2020 to September 2021, reflecting the recovery from COVID-19 related job cuts last year."" https://t.co/vjuNIoI6cY",1,2021-10-22 21:35:12+00:00,0,"['rephartzler', 'missouri', 'monthly', 'job', 'report', 'total', 'payroll', 'employment', 'increased', 'job', 'september', 'september', 'reflecting', 'recovery', 'covid', 'related', 'job', 'cut', 'last', 'year', 'httpstcovjunioicy']",0.0,0.4055555555555555,Neutral
920,"RT @washingtonpost: Across the Andes, a region that has reported some of the world’s highest covid-19 death rates, teams are traversing des…",0,2021-10-22 21:35:12+00:00,65,"['rt', 'washingtonpost', 'across', 'andes', 'region', 'reported', 'world', 'highest', 'covid', 'death', 'rate', 'team', 'traversing', 'de', '']",0.0,0.0,Neutral
921,"RT @MakisMD: This is what's wrong with medicine in Canada.

Dr.Dosani cheers termination of healthcare workers who have superior COVID-19 i…",0,2021-10-22 21:35:11+00:00,75,"['rt', 'makismd', 'whats', 'wrong', 'medicine', 'canada', 'drdosani', 'cheer', 'termination', 'healthcare', 'worker', 'superior', 'covid', '']",0.09999999999999998,0.9,Positive
922,"RT @thinktankSK: During today's COVID-19 briefing by the province, the 12 deaths were not mentioned, only new cases, hospitalizations and v…",0,2021-10-22 21:35:11+00:00,16,"['rt', 'thinktanksk', 'today', 'covid', 'briefing', 'province', 'death', 'mentioned', 'new', 'case', 'hospitalization', 'v', '']",0.06818181818181818,0.7272727272727273,Positive
923,"RT @GovTimWalz: BIG NEWS: Minnesota will start administering Moderna and Johnson &amp; Johnson booster shots, meaning eligible Minnesotans can…",0,2021-10-22 21:35:09+00:00,41,"['rt', 'govtimwalz', 'big', 'news', 'minnesota', 'start', 'administering', 'moderna', 'johnson', 'amp', 'johnson', 'booster', 'shot', 'meaning', 'eligible', 'minnesotan', '']",0.0,0.1,Neutral
924,"COVID-19 cases are declining most everywhere in Missouri. But they're rising fast in three counties. Each of those three counties have vaccination rates below 40%. Probably just a coincidence, right? https://t.co/L5J5lxo2Hz",0,2021-10-22 21:35:09+00:00,1,"['covid', 'case', 'declining', 'everywhere', 'missouri', 'theyre', 'rising', 'fast', 'three', 'county', 'three', 'county', 'vaccination', 'rate', 'probably', 'coincidence', 'right', 'httpstcoljlxohz']",0.32857142857142857,0.5452380952380952,Positive
925,Within the past year 417 meatpacking facilities in 40 states had at least 184 reported worker deaths due to Covid-19 complications. Without workers these plants close down and farmers can not raise there animals. https://t.co/nCZW7toXLY,0,2021-10-22 21:35:08+00:00,0,"['within', 'past', 'year', 'meatpacking', 'facility', 'state', 'least', 'reported', 'worker', 'death', 'due', 'covid', 'complication', 'without', 'worker', 'plant', 'close', 'farmer', 'raise', 'animal', 'httpstconczwtoxly']",-0.2076388888888889,0.3284722222222222,Negative
926,RT @CNNPolitics: NEW: Rep. Glenn Thompson tests positive for Covid-19 and is being treated at Walter Reed hospital https://t.co/I1CAtQ1TVu,0,2021-10-22 21:35:08+00:00,25,"['rt', 'cnnpolitics', 'new', 'rep', 'glenn', 'thompson', 'test', 'positive', 'covid', 'treated', 'walter', 'reed', 'hospital', 'httpstcoicatqtvu']",0.18181818181818182,0.5,Positive
927,"RT @ReutersFacts: The Massachusetts Department of Health did not report that 45% of COVID-19 deaths were among the vaccinated, as some soci…",0,2021-10-22 21:35:07+00:00,93,"['rt', 'reutersfacts', 'massachusetts', 'department', 'health', 'report', 'covid', 'death', 'among', 'vaccinated', 'soci', '']",0.0,0.0,Neutral
928,RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:35:07+00:00,689,"['rt', 'repthomasmassie', 'goalpost', 'moving', 'first', 'changed', 'definition', 'vaccine', 'changing', 'definition', 'full', '']",0.25,0.3333333333333333,Positive
929,Province presents road map for lifting COVID-19 restrictions https://t.co/71u3sGhP8Z,1,2021-10-22 21:35:05+00:00,0,"['province', 'present', 'road', 'map', 'lifting', 'covid', 'restriction', 'httpstcousghpz']",0.0,0.0,Neutral
930,"So you know how the @HSELive have contracted the contact tracing of Covid 19 to CPL? In other words the staff work for a private agency, not the HSE. Well anyway. The advice the workers give to people who are symptomatic of covid 19 is ‘self isolate’. So did you know that staff",1,2021-10-22 21:35:05+00:00,4,"['know', 'hselive', 'contracted', 'contact', 'tracing', 'covid', 'cpl', 'word', 'staff', 'work', 'private', 'agency', 'hse', 'well', 'anyway', 'advice', 'worker', 'give', 'people', 'symptomatic', 'covid', 'self', 'isolate', 'know', 'staff']",-0.0625,0.375,Negative
931,"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:35:04+00:00,754,"['rt', 'rwmalonemd', 'major', 'concern', 'regarding', 'potential', 'flaw', 'reliability', 'israeli', 'data', 'respect', 'pfizerbiontech', 'covid', '']",0.03125,0.75,Positive
932,"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:35:04+00:00,754,"['rt', 'rwmalonemd', 'major', 'concern', 'regarding', 'potential', 'flaw', 'reliability', 'israeli', 'data', 'respect', 'pfizerbiontech', 'covid', '']",0.03125,0.75,Positive
933,"RT @RWMaloneMD: ""Who Are These COVID-19 Vaccine Skeptics and What Do They Believe?""
https://t.co/o9uZ3I2At3",0,2021-10-22 21:35:04+00:00,1339,"['rt', 'rwmalonemd', 'covid', 'vaccine', 'skeptic', 'believe', 'httpstcoouziat']",0.0,0.0,Neutral
934,RT @SkerritR: I Congratulate @narendramodi for leading India into a massive vaccination campaign and successfully administering over 1 bill…,0,2021-10-22 21:35:04+00:00,284,"['rt', 'skerritr', 'congratulate', 'narendramodi', 'leading', 'india', 'massive', 'vaccination', 'campaign', 'successfully', 'administering', 'bill', '']",0.375,0.975,Positive
935,RT @IBMNews: COVID-19 spotlighted the inequities in our global economy. See how IBM is taking action by committing to skill 30 million peop…,0,2021-10-22 21:35:03+00:00,76,"['rt', 'ibmnews', 'covid', 'spotlighted', 'inequity', 'global', 'economy', 'see', 'ibm', 'taking', 'action', 'committing', 'skill', 'million', 'peop', '']",0.05,0.05,Positive
936,"Effective October 25th, the Ont. Govt will lift capacity limits in the majority of settings where proof of vaccination is required. This includes restaurants &amp; bars, indoor areas of sports and recreational facilities &amp; indoor meeting and event spaces. https://t.co/O1SmT9jbuh",0,2021-10-22 21:35:03+00:00,0,"['effective', 'october', 'th', 'ont', 'govt', 'lift', 'capacity', 'limit', 'majority', 'setting', 'proof', 'vaccination', 'required', 'includes', 'restaurant', 'amp', 'bar', 'indoor', 'area', 'sport', 'recreational', 'facility', 'amp', 'indoor', 'meeting', 'event', 'space', 'httpstcoosmtjbuh']",0.6,0.8,Positive
937,RT @dwnews: German health officials have sounded the alarm as the country experiences a spike in COVID-19 infections. https://t.co/NwMBfNcU…,0,2021-10-22 21:35:03+00:00,11,"['rt', 'dwnews', 'german', 'health', 'official', 'sounded', 'alarm', 'country', 'experience', 'spike', 'covid', 'infection', 'httpstconwmbfncu', '']",0.0,0.0,Neutral
938,"Hockey Canada Communications Manager Spencer Sharkey says the governing body's main priority is getting back to a regular schedule, something they have not had since March 2020. https://t.co/hdaopCKPtI",0,2021-10-22 21:35:02+00:00,0,"['hockey', 'canada', 'communication', 'manager', 'spencer', 'sharkey', 'say', 'governing', 'body', 'main', 'priority', 'getting', 'back', 'regular', 'schedule', 'something', 'since', 'march', 'httpstcohdaopckpti']",0.05555555555555555,0.13675213675213674,Positive
939,"RT @LAZARUSCHAKWERA: Congratulations to India, which has now administered 1 billion Covid-19 vaccines. Vaccine accessibility  is key to bui…",0,2021-10-22 21:35:02+00:00,984,"['rt', 'lazaruschakwera', 'congratulation', 'india', 'administered', 'billion', 'covid', 'vaccine', 'vaccine', 'accessibility', 'key', 'bui', '']",0.0,1.0,Neutral
940,"RT @globalhlthtwit: Last week 1 in 12 children were infected with COVID-19. Hundreds of thousands. So far 96 children have died, 500 hospit…",0,2021-10-22 21:35:02+00:00,444,"['rt', 'globalhlthtwit', 'last', 'week', 'child', 'infected', 'covid', 'hundred', 'thousand', 'far', 'child', 'died', 'hospit', '']",0.05,0.5333333333333333,Positive
941,"NACMI Trial coming up in minutes in Late Breaking Trials Part II session 186.
Drop in to learn about STEMI in COVID-19.
#CCCongress @ShelleyZieroth @dehghani_payam",1,2021-10-22 21:35:02+00:00,0,"['nacmi', 'trial', 'coming', 'minute', 'late', 'breaking', 'trial', 'part', 'ii', 'session', 'drop', 'learn', 'stemi', 'covid', 'cccongress', 'shelleyzieroth', 'dehghanipayam']",-0.3,0.6,Negative
942,"Alongside the Richmond City Justice Center’s monthly food distribution and COVID-19 vaccination event, they’ll be collecting unwanted prescription meds TOMORROW from 10 am-2 pm!

The walk-up and drive-thru Drug Take Back is a safe, responsible way to dispose of prescription meds! https://t.co/5L7Ky15fhv",0,2021-10-22 21:35:01+00:00,0,"['alongside', 'richmond', 'city', 'justice', 'center', 'monthly', 'food', 'distribution', 'covid', 'vaccination', 'event', 'collecting', 'unwanted', 'prescription', 'med', 'tomorrow', 'pm', 'walkup', 'drivethru', 'drug', 'take', 'back', 'safe', 'responsible', 'way', 'dispose', 'prescription', 'med', 'httpstcolkyfhv']",0.15625,0.2875,Positive
943,RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:35:01+00:00,689,"['rt', 'repthomasmassie', 'goalpost', 'moving', 'first', 'changed', 'definition', 'vaccine', 'changing', 'definition', 'full', '']",0.25,0.3333333333333333,Positive
944,RT @NMDOH: The CDC announced the approval of booster doses for the Moderna and Johnson &amp; Johnson COVID-19 vaccines for certain populations.…,0,2021-10-22 21:35:01+00:00,4,"['rt', 'nmdoh', 'cdc', 'announced', 'approval', 'booster', 'dos', 'moderna', 'johnson', 'amp', 'johnson', 'covid', 'vaccine', 'certain', 'population', '']",0.21428571428571427,0.5714285714285714,Positive
945,Maj.-Gen. Dany Fortin appeals court decision in bid to return as head of Canada’s COVID-19 vaccine rollout https://t.co/6MvprpUstl https://t.co/XOTFUxd2bz,0,2021-10-22 21:35:00+00:00,0,"['majgen', 'dany', 'fortin', 'appeal', 'court', 'decision', 'bid', 'return', 'head', 'canada', 'covid', 'vaccine', 'rollout', 'httpstcomvprpustl', 'httpstcoxotfuxdbz']",0.0,0.0,Neutral
946,RT @Crof: Severity of Disease Among Adults Hospitalized with Laboratory-Confirmed COVID-19 Before and During the Period of SARS-CoV-2 B.1.6…,0,2021-10-22 21:35:00+00:00,2,"['rt', 'crof', 'severity', 'disease', 'among', 'adult', 'hospitalized', 'laboratoryconfirmed', 'covid', 'period', 'sarscov', 'b', '']",0.0,0.0,Neutral
947,RT @EmilyZantowNews: 70+ cops fired over COVID-19 vaccine mandates in Washington state https://t.co/NqEkcA6Omp,0,2021-10-22 21:34:58+00:00,7,"['rt', 'emilyzantownews', 'cop', 'fired', 'covid', 'vaccine', 'mandate', 'washington', 'state', 'httpstconqekcaomp']",0.0,0.0,Neutral
948,"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:34:57+00:00,94,"['rt', 'rashidatlaib', 'lost', 'childhood', 'friend', 'covid', 'yesterday', 'year', 'old', 'father', 'another', 'way', 'plea', '']",0.05,0.6,Positive
949,"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:34:57+00:00,754,"['rt', 'rwmalonemd', 'major', 'concern', 'regarding', 'potential', 'flaw', 'reliability', 'israeli', 'data', 'respect', 'pfizerbiontech', 'covid', '']",0.03125,0.75,Positive
950,"RT @zooko: “Okay, you got us. We’ve been covering up our involvement in the origin of covid-19 all along. We’ve told many lies, withheld cr…",0,2021-10-22 21:34:57+00:00,15,"['rt', 'zooko', 'okay', 'got', 'u', 'covering', 'involvement', 'origin', 'covid', 'along', 'told', 'many', 'lie', 'withheld', 'cr', '']",0.5,0.5,Positive
951,"People &amp; the Planet matter: a majority of CEOs across 15 countries say the importance of social purpose in their business has increased due to COVID-19. 

Want to receive more insights from the @NTT and @WSJ Intelligence survey? Click below: https://t.co/8yFqKnPHyr

@TechForGood https://t.co/7mQKajOI7l",1,2021-10-22 21:34:56+00:00,1,"['people', 'amp', 'planet', 'matter', 'majority', 'ceo', 'across', 'country', 'say', 'importance', 'social', 'purpose', 'business', 'increased', 'due', 'covid', 'want', 'receive', 'insight', 'ntt', 'wsj', 'intelligence', 'survey', 'click', 'httpstcoyfqknphyr', 'techforgood', 'httpstcomqkajoil']",0.1361111111111111,0.3138888888888889,Positive
952,RT @KFLAPH: Individuals on certain immunosuppressant medications are now eligible to receive a third dose of COVID-19 vaccine. Find the ful…,0,2021-10-22 21:34:56+00:00,21,"['rt', 'kflaph', 'individual', 'certain', 'immunosuppressant', 'medication', 'eligible', 'receive', 'third', 'dose', 'covid', 'vaccine', 'find', 'ful', '']",0.10714285714285714,0.2857142857142857,Positive
953,"RT @nsgov: VaxCheckNS is a free app that businesses, organizations and community event organizers in Nova Scotia can download to check proo…",0,2021-10-22 21:34:54+00:00,31,"['rt', 'nsgov', 'vaxcheckns', 'free', 'app', 'business', 'organization', 'community', 'event', 'organizer', 'nova', 'scotia', 'download', 'check', 'proo', '']",0.4,0.8,Positive
954,"RT @washingtonpost: Across the Andes, a region that has reported some of the world’s highest covid-19 death rates, teams are traversing des…",0,2021-10-22 21:34:54+00:00,65,"['rt', 'washingtonpost', 'across', 'andes', 'region', 'reported', 'world', 'highest', 'covid', 'death', 'rate', 'team', 'traversing', 'de', '']",0.0,0.0,Neutral
955,RT @Ukilkelly: Judge gives go-ahead for Covid-19 vaccination of boy (15) against wishes of mother (via @thejournal_ie) https://t.co/vYR3Dyi…,0,2021-10-22 21:34:53+00:00,2,"['rt', 'ukilkelly', 'judge', 'give', 'goahead', 'covid', 'vaccination', 'boy', 'wish', 'mother', 'via', 'thejournalie', 'httpstcovyrdyi', '']",0.0,0.0,Neutral
956,"#Corona Info for #USA:
New Cases: 55403
Today Recovery: 66425
Today Deaths: 1247
Total Active Cases: 9515718
Total Cases: 46235485
Total Recovery: 35964466
Total Deaths: 755301
#Coronavirus  #Covid19 #Covid_19 #SARSCoV2 #StaySafe 

Source: 'CoronaTrackerNepal_bot' #Telegram.",0,2021-10-22 21:34:52+00:00,0,"['corona', 'info', 'usa', 'new', 'case', 'today', 'recovery', 'today', 'death', 'total', 'active', 'case', 'total', 'case', 'total', 'recovery', 'total', 'death', 'coronavirus', 'covid', 'covid', 'sarscov', 'staysafe', 'source', 'coronatrackernepalbot', 'telegram']",0.0005050505050505036,0.6757575757575758,Positive
957,"RT @Jeffslack660: Latest COVID-19 numbers:

- 656 new cases
- 10,732 tests completed (PR: 6.1%)
- 889 in hospital, 191 in the ICU
- 12 more…",0,2021-10-22 21:34:50+00:00,2,"['rt', 'jeffslack', 'latest', 'covid', 'number', 'new', 'case', 'test', 'completed', 'pr', 'hospital', 'icu', '']",0.3181818181818182,0.6772727272727272,Positive
958,RT @SkerritR: I Congratulate @narendramodi for leading India into a massive vaccination campaign and successfully administering over 1 bill…,0,2021-10-22 21:34:50+00:00,284,"['rt', 'skerritr', 'congratulate', 'narendramodi', 'leading', 'india', 'massive', 'vaccination', 'campaign', 'successfully', 'administering', 'bill', '']",0.375,0.975,Positive
959,"RT @parthpunter: No VIP culture in vaccine drive?

Remember this?
https://t.co/QDcvbWz5uK",0,2021-10-22 21:34:47+00:00,108,"['rt', 'parthpunter', 'vip', 'culture', 'vaccine', 'drive', 'remember', 'httpstcoqdcvbwzuk']",0.0,0.0,Neutral
960,RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:34:47+00:00,689,"['rt', 'repthomasmassie', 'goalpost', 'moving', 'first', 'changed', 'definition', 'vaccine', 'changing', 'definition', 'full', '']",0.25,0.3333333333333333,Positive
961,System Of A Down's Serj Tankian Tests Positive For COVID-19 https://t.co/Y8aKqjMswI,0,2021-10-22 21:34:47+00:00,0,"['system', 'down', 'serj', 'tankian', 'test', 'positive', 'covid', 'httpstcoyakqjmswi']",0.03585858585858584,0.4171717171717172,Positive
962,"RT @ZubyMusic: Is anybody aware of a single otherwise healthy child, anywhere in the world who died directly as a result of Covid-19 over t…",0,2021-10-22 21:34:47+00:00,478,"['rt', 'zubymusic', 'anybody', 'aware', 'single', 'otherwise', 'healthy', 'child', 'anywhere', 'world', 'died', 'directly', 'result', 'covid', '']",0.19464285714285715,0.3410714285714286,Positive
963,"RT @PMBhutan: In what is a huge accomplishment not just for your country but the world, India hit the one billion mark of COVID-19 vaccinat…",0,2021-10-22 21:34:46+00:00,2917,"['rt', 'pmbhutan', 'huge', 'accomplishment', 'country', 'world', 'india', 'hit', 'one', 'billion', 'mark', 'covid', 'vaccinat', '']",0.4000000000000001,0.9,Positive
964,"Doug Ford begrudgingly introduced a vaccine passport system a month ago and released the scannable certificate just a week ago.

Now he’s saying he plans to relax those rules by January and pretend the COVID-19 pandemic never existed by March. #onpoli",0,2021-10-22 21:34:46+00:00,0,"['doug', 'ford', 'begrudgingly', 'introduced', 'vaccine', 'passport', 'system', 'month', 'ago', 'released', 'scannable', 'certificate', 'week', 'ago', 'saying', 'plan', 'relax', 'rule', 'january', 'pretend', 'covid', 'pandemic', 'never', 'existed', 'march', 'onpoli']",0.0,0.0,Neutral
965,and be entered into the remaining four drawings. Let's beat Covid-19 together!,0,2021-10-22 21:34:44+00:00,0,"['entered', 'remaining', 'four', 'drawing', 'let', 'beat', 'covid', 'together']",0.0,0.0,Neutral
966,"Texas Lt. Gov. Dan Patrick (R) has said he's against COVID-19 vaccination mandates. But in 2009, he supported a bacterial meningitis vaccination mandate for college students. https://t.co/kl4KF2PRuY via @HuffPostPol #GOPocrisy  #Texas",0,2021-10-22 21:34:44+00:00,0,"['texas', 'lt', 'gov', 'dan', 'patrick', 'r', 'said', 'he', 'covid', 'vaccination', 'mandate', 'supported', 'bacterial', 'meningitis', 'vaccination', 'mandate', 'college', 'student', 'httpstcoklkfpruy', 'via', 'huffpostpol', 'gopocrisy', 'texas']",0.0,0.0,Neutral
967,"RT @DrLeeJones: Microbiologist Professor David Livermore explains why additional COVID restrictions would be pointless. Like it or not, COV…",0,2021-10-22 21:34:44+00:00,132,"['rt', 'drleejones', 'microbiologist', 'professor', 'david', 'livermore', 'explains', 'additional', 'covid', 'restriction', 'would', 'pointless', 'like', 'cov', '']",-0.25,0.5,Negative
968,"RT @newscientist: Nearly every person in Iran seems to have had covid-19 at least once, but the virus is still spreading, adding to evidenc…",0,2021-10-22 21:34:43+00:00,42,"['rt', 'newscientist', 'nearly', 'every', 'person', 'iran', 'seems', 'covid', 'least', 'virus', 'still', 'spreading', 'adding', 'evidenc', '']",-0.09999999999999999,0.4,Negative
969,"RT @duty2warn: Chad Bianco, sheriff of Riverside County who railed against COVID-19 restrictions has been revealed as a member of the Oath…",0,2021-10-22 21:34:42+00:00,1016,"['rt', 'dutywarn', 'chad', 'bianco', 'sheriff', 'riverside', 'county', 'railed', 'covid', 'restriction', 'revealed', 'member', 'oath', '']",0.0,0.0,Neutral
970,7 Day Confirmed Covid Cases per 1K Population by County For GA   2021-10-19:  Covid data insights from our data scientists and USAFacts #dataanalysis #datascience #dataanalytics #datavisualizations #covid19 #coronavirus #covid_19 https://t.co/UUuRvwaqWF,0,2021-10-22 21:34:41+00:00,0,"['', 'day', 'confirmed', 'covid', 'case', 'per', 'k', 'population', 'county', 'ga', 'covid', 'data', 'insight', 'data', 'scientist', 'usafacts', 'dataanalysis', 'datascience', 'dataanalytics', 'datavisualizations', 'covid', 'coronavirus', 'covid', 'httpstcouuurvwaqwf']",0.4,1.0,Positive
971,"RT @TODAYshow: Pfizer says its COVID-19 vaccine more than 90 percent effective in kids
https://t.co/x0aHJ11leC",0,2021-10-22 21:34:41+00:00,8,"['rt', 'todayshow', 'pfizer', 'say', 'covid', 'vaccine', 'percent', 'effective', 'kid', 'httpstcoxahjlec']",0.55,0.65,Positive
