tweets,likes,time,retweets
"RT @the_overtones: THE ANNOUNCEMENT WE REALLY DIDN’T WANT TO MAKE

Due to unforeseen &amp; unavoidable difficulties relating to the COVID 19 pa…",0,2021-10-22 21:34:38+00:00,15
"RT @HL3133: @gdemaneuf 💯!

Gilles Demaneuf, a data scientist in New Zealand, told Vanity Fair, “I cannot be sure that [COVID-19 originated…",0,2021-10-22 21:34:38+00:00,7
"RT @KevinCTV: NEW: Alberta is reporting 656 new cases of COVID-19 from 10,732 tests (6.1% positivity). There are 889 people fighting COVID-…",0,2021-10-22 21:34:37+00:00,7
"RT @garywhite13: Weekly update
548 new COVID-19 cases for Polk (-18.4%)
4.2% positivity rate (-0.2)
76.1 cases per 100,000 (-18.5%)
65% of…",0,2021-10-22 21:34:37+00:00,1
"How you’ll know when Covid-19 has gone from ""pandemic"" to ""endemic"" https://t.co/H03SUCPV2F",0,2021-10-22 21:34:37+00:00,0
Retweet selected by the https://t.co/11ojAZA3Wf team |  PhosAgro CEO Andrey Guryev Takes Part in Russia-24 and RDIF Round Table on Industry Experience of Combating COVID-19 #ceo https://t.co/8zgIzMAijG https://t.co/mwnij7SShm,0,2021-10-22 21:34:36+00:00,0
@_M0JJF The Hu was literally the last gig we went to before all this COVID-19 thing blew up. :'( it is more @M7BNU's thing but was fun. https://t.co/ZTrsy0u5DC,0,2021-10-22 21:34:36+00:00,0
"RT @DrZoeHyde: NEW: Proof schools play a key role in amplifying spread of COVID-19, and that high levels of vaccination in adults aren't en…",0,2021-10-22 21:34:36+00:00,306
RT @GovCanHealth: (1/3) Travel during the #Covid19 pandemic remains high-risk. The #GOC recommends travellers have a full series of a COVID…,0,2021-10-22 21:34:36+00:00,9
"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:34:35+00:00,371
"RT @TheYoungTurks: Coming up on #tytlive:

Conservative host @RealCandaceO calls for the US to invade Australia to free people from “tyrann…",0,2021-10-22 21:34:35+00:00,3
"'I've lost my joy': Anti-vax Republican, who worked for the Trump campaign and embraced QAnon, says she has COVID-19.
https://t.co/ZXjucRKyo1",0,2021-10-22 21:34:35+00:00,0
"RT @KevinCTV: NEW: Alberta is reporting 656 new cases of COVID-19 from 10,732 tests (6.1% positivity). There are 889 people fighting COVID-…",0,2021-10-22 21:34:34+00:00,7
"Latest COVID-19 numbers:

- 656 new cases
- 10,732 tests completed (PR: 6.1%)
- 889 in hospital, 191 in the ICU
- 12 more deaths
- 10,037 active cases https://t.co/lS0ZzI4jdR",0,2021-10-22 21:34:33+00:00,2
"@hilton_ian @thehill Okay, after your non-existent immunity to COVID-19 springs into action, you would infected a huge number people...

C U in the ICU...!",0,2021-10-22 21:34:32+00:00,0
"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:34:32+00:00,3546
RT @DrSyedHaider: My experience using ivermectin and fluvoxamine in 4000 acute COVID-19 patients: 5 hospitalized. 0 dead. 4000 recovered. 5…,0,2021-10-22 21:34:31+00:00,16408
"RT @washingtonpost: Across the Andes, a region that has reported some of the world’s highest covid-19 death rates, teams are traversing des…",0,2021-10-22 21:34:30+00:00,65
"RT @gforestier: Update : Number of COVID-19 cases by specimen date in the rolling 7-day per 100,000 persons for each age group in England h…",0,2021-10-22 21:34:29+00:00,12
RT @Reuters: Explainer: Americans wonder: Which COVID-19 booster is best? https://t.co/3K4fKTNKF9 https://t.co/LUrElorCap,0,2021-10-22 21:34:29+00:00,9
"RT @minicheps: We will be fruitful in our fight against COVID-19 if we practice physical distancing💪🏽

#ItsUpToUs @MastercardFdn @COVIDHQAf…",0,2021-10-22 21:34:28+00:00,63
"💉 COVID-19 VACCINES AVAILABLE at Town Center tonight through 9:00 PM.

More information: https://t.co/74ujTTkVvu https://t.co/KAo6SMu2Pu",0,2021-10-22 21:34:28+00:00,0
"RT @CityNewsTO: Premier Ford had strong words for independent MPP Randy Hillier, who's accused by families of using photos of dead loved on…",0,2021-10-22 21:34:28+00:00,6
"RT @LloydHardy: 100K cases a day is coming, we are being warned by the British Medical Association that we must wear masks, socially distan…",0,2021-10-22 21:34:27+00:00,498
"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:34:27+00:00,755
Traffic And COVID-19 Tickets Plus Warnings Issued During RSLPF Operation https://t.co/0BL75vbHRp,0,2021-10-22 21:34:26+00:00,0
System Of A Down's Serj Tankian Tests Positive For COVID-19 https://t.co/rixPZbbx4U,0,2021-10-22 21:34:26+00:00,0
"RT @LloydHardy: 100K cases a day is coming, we are being warned by the British Medical Association that we must wear masks, socially distan…",0,2021-10-22 21:34:26+00:00,498
"RT @AUGoldMine: NEWS

Auburn University employees must be fully vaccinated against COVID-19 no later than Dec. 8 or be subject to terminati…",0,2021-10-22 21:34:25+00:00,6
"As of Friday, more than 3.31M individuals had received their first dose of the COVID-19 vaccine and nearly 3.35M were fully vaccinated.",0,2021-10-22 21:34:25+00:00,0
"RT @VoteSalmon: Per the CDC, Union County is the only county in the entire northeast where COVID-19 transmission rates are low enough that…",0,2021-10-22 21:34:25+00:00,126
System Of A Down's Serj Tankian Tests Positive For COVID-19 https://t.co/3hWYrgkiqU,0,2021-10-22 21:34:22+00:00,0
"RT @DrTedros: .@WHO estimates that 115,000 #healthworkers may have died from #COVID19 as of May 2021. This is why it’s essential that healt…",0,2021-10-22 21:34:22+00:00,111
"Canada Scraps COVID-19 Travel Advisory; Ontario To End Mask, Vaccine Rules By March https://t.co/AZ5wgOJXDl",0,2021-10-22 21:34:21+00:00,0
RT @poitrasCBC: 40 new COVID-19 cases today is the lowest single-day increase since Sept. 14. Hospitalizations &amp; ICU cases down to 50 and 1…,0,2021-10-22 21:34:21+00:00,5
"Protest in Paris against COVID-19 pass and mandatory vaccination

#protest #VaccineMandate #covid

https://t.co/xSBav8sbwB",0,2021-10-22 21:34:20+00:00,0
"RT @AZDHS: Today’s #COVID19 dashboard update adds 3,074 cases and 51 deaths. Important news for fully vaccinated Arizonans: Boosters are no…",0,2021-10-22 21:34:20+00:00,37
"RT @StateDept: .@SecBlinken: The United States is proud to have donated more than $80 million in funding to Colombia to support a response,…",0,2021-10-22 21:34:20+00:00,12
"RT @washingtonpost: Across the Andes, a region that has reported some of the world’s highest covid-19 death rates, teams are traversing des…",0,2021-10-22 21:34:20+00:00,65
"1,000 Lawyers and 10,000 Doctors Have Filed a Lawsuit for COVID-19  https://t.co/2FJTXGHjoL",1,2021-10-22 21:34:20+00:00,1
RT @DoctorOntario: People with allergic reaction to COVID-19 vaccine can still get second dose. ARE YOU PAYING ATTENTION YET???? https://t.…,0,2021-10-22 21:34:18+00:00,69
"@GeneralBrnovich' new lawsuit is simply to get media attention for his Senate primary.

""It's probably mostly designed to get on FOX News. He has to do it this way, he needs more earned media than the others (R Senate candidates)."" @utilityreporter 
https://t.co/XoJeMJH9nR",0,2021-10-22 21:34:18+00:00,0
RT @DrSyedHaider: My experience using ivermectin and fluvoxamine in 4000 acute COVID-19 patients: 5 hospitalized. 0 dead. 4000 recovered. 5…,0,2021-10-22 21:34:16+00:00,16408
System Of A Down's Serj Tankian Tests Positive For COVID-19 https://t.co/O9XxManDrd,0,2021-10-22 21:34:16+00:00,0
"EU regulator verdict on Moderna COVID-19 booster shot next week 
https://t.co/6wQbDR0UgB",1,2021-10-22 21:34:14+00:00,1
"RT @LJLMD: @TheRickWilson @RepSwalwell @GOPLeader @RepMTG In 2021, COVID-19 has been responsible for more than quadruple the number of law…",0,2021-10-22 21:34:14+00:00,1
"RT @SkyNews: A mutation of COVID-19 has been designated a ""variant under investigation"" by the UK Health Security Agency (UKHSA), after it…",0,2021-10-22 21:34:13+00:00,86
"RT @Transport_gc: We strongly advise anybody planning to travel in the coming weeks to get vaccinated as soon as possible. Otherwise, you M…",0,2021-10-22 21:34:12+00:00,19
City of Kelowna announces COVID-19 vaccine mandate for staff https://t.co/A5llL47zwv,0,2021-10-22 21:34:11+00:00,0
RT @Aushiker: Dear @Aussie_BB your advertising on Sky News Australia after dark opinion pages is compromising your message through the fund…,0,2021-10-22 21:34:11+00:00,10
RT @CDCgov: New study looking at millions of vaccinated &amp; unvaccinated people found no increased risk of death among #COVID19 vaccine recip…,0,2021-10-22 21:34:09+00:00,141
"RT @CraigCaplan: Rep. Glenn ""GT"" Thompson (R-PA), who spoke on the House floor earlier today, tested positive for COVID-19 this afternoon t…",0,2021-10-22 21:34:09+00:00,11
"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:34:09+00:00,94
@OOCanimaniacs Yikes! COVID-19 wasn’t nice to the zany gang,0,2021-10-22 21:34:08+00:00,0
"RT @Howl_it: Alberta reports 656 new cases of COVID-19 (6.1% positivity). There are 10,037 (-397) active cases. Currently there are 889 (-2…",0,2021-10-22 21:34:06+00:00,1
"RT @MLevitt_NP2013: What is there to say but:
Wow!
Wow!
WOw! 
WOW!

COVID-19 is becoming a global pandemic of lies.",0,2021-10-22 21:34:06+00:00,339
"RT @NationCymru: “Complacent and incompetent"" Boris Johnson has been accused of shunning Covid-19 safeguards that have been adopted in Wale…",0,2021-10-22 21:34:05+00:00,3
"This afternoon the Government of Ontario released its ""A Plan to Safely Reopen Ontario and Manage COVID-19 for the Long-Term"". To learn more about how this impacts you and your profession, visit OREA’s Covid-19 Hub at https://t.co/pD9bWxuCc7

#covid #realtor #realestate #orea https://t.co/WFkaurN6pJ",1,2021-10-22 21:34:05+00:00,1
"RT @gulf_news: Pakistan: Punjab targets 100% vaccination, to start door-to-door vaccination drive from Monday
COVID-19 positivity remains b…",0,2021-10-22 21:34:05+00:00,4
"Bayern Star Kimmich, Who Raised $7M To Fight COVID-19 Pandemic, Is Unvaccinated https://t.co/4k0MHPqOSx https://t.co/25P0Jic6On",0,2021-10-22 21:34:04+00:00,0
"RT @OccupyDemocrats: BREAKING: Popular California burger chain In-N-Out exposed for donating $40,000 to the Republican Party during the fai…",0,2021-10-22 21:34:04+00:00,5510
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:34:03+00:00,689
COVID-19 vaccination strategies: When is one dose better than two? https://t.co/xUA1ntM3mv,0,2021-10-22 21:34:03+00:00,0
"RT @KCPubHealth: There are now booster recommendations for all three available #COVID19 vaccines in the United States. 

Certain groups of…",0,2021-10-22 21:34:02+00:00,6
#DYK- the #COVID-19Vaccine is safe for pregnant people. @WHO @CDC and @US_FDA have all recommended pregnant mothers get the vaccine to protect themselves and children. The benefits of the COVID-19 vaccine for pregnant people far outweigh the risks: https://t.co/JScucLIBDu,0,2021-10-22 21:34:01+00:00,0
RT @CBCOttawa: Ottawa police have released their COVID-19 vaccination policy — read about it (and others in the region) here:  https://t.co…,0,2021-10-22 21:34:00+00:00,3
"RT @JordanSchachtel: As of 10/21/21 end of day:

Vax Pass New York, which has heavy restrictions in place, has reported 17,834 COVID-19 cas…",0,2021-10-22 21:34:00+00:00,1170
"RT @mickakers: Jim Murren, former MGM Resorts CEO and current chair of the Nevada COVID-19 Response, Relief and Recovery Task Force, will l…",0,2021-10-22 21:33:59+00:00,1
"Following a months long surge driven by the delta variant, new daily cases of COVID-19 are falling once again in the United States. Stil ... https://t.co/3qsxw4zVej",0,2021-10-22 21:33:57+00:00,0
"RT @nsgov: VaxCheckNS is a free app that businesses, organizations and community event organizers in Nova Scotia can download to check proo…",0,2021-10-22 21:33:57+00:00,31
"RT @MaidmentRos: We keep hearing about rising cases and Plan B just around the corner, but good news from ONS is that based on antibody tes…",0,2021-10-22 21:33:56+00:00,240
"RT @KevinCTV: NEW: Alberta is reporting 656 new cases of COVID-19 from 10,732 tests (6.1% positivity). There are 889 people fighting COVID-…",0,2021-10-22 21:33:55+00:00,7
"RT @NPR: JUST IN: Pfizer and its partner BioNTech say their data support authorization of their COVID-19 vaccine in kids 5 to 11.

The FDA…",0,2021-10-22 21:33:55+00:00,107
"RT @RasuShrestha: Following approvals by the FDA, CDC and NC HHS, @AtriumHealth will soon be able to offer booster doses of the Moderna and…",0,2021-10-22 21:33:54+00:00,1
"RT @TheNVIndy: COVID-19 cases are continuing to decline statewide, but Washoe County’s district health officer said rates are still “partic…",0,2021-10-22 21:33:52+00:00,5
"RT @Anime: With COVID-19, western anime companies needed to get creative if they were going to continue producing English localizations for…",0,2021-10-22 21:33:51+00:00,22
RT @EFFSouthAfrica: MALEMA: No one will force anyone to vaccinate. I'm vaccinated because I believe in science and the trials for Covid-19…,0,2021-10-22 21:33:50+00:00,160
"RT @cnnbrk: GOP Rep. Glenn Thompson, who is vaccinated, tests positive for Covid-19 
https://t.co/9cgEkaAmyo",0,2021-10-22 21:33:50+00:00,64
"At OCH in Starkville, there are currently 5 COVID-19 inpatients with 2 in the ICU and 1 on a ventilator. The 7 day averages of all three are below. https://t.co/ZhJGrY1wqF",0,2021-10-22 21:33:50+00:00,0
"RT @DrZoeHyde: NEW: Proof schools play a key role in amplifying spread of COVID-19, and that high levels of vaccination in adults aren't en…",0,2021-10-22 21:33:49+00:00,306
RT @LeslynLewis: Never have Canadian children been used as shields for adults. Parents question vaccinating kids 5-12 without long-term dat…,0,2021-10-22 21:33:48+00:00,870
"RT @OccupyDemocrats: BREAKING: Popular California burger chain In-N-Out exposed for donating $40,000 to the Republican Party during the fai…",0,2021-10-22 21:33:46+00:00,5510
"RT @ctvregina: As of Friday, several locations around Saskatchewan had received rapid COVID-19 test kits to be distributed to the public fo…",0,2021-10-22 21:33:46+00:00,1
"@CNBC @pfizer Brand of 666 = vaccination COVID -19… you need it mandate, etc… if you dont have it you will loose your job… green pass / France/ Italy … smh don’t drink the cool aid.  Stand up. You will suffer but stand fast. Time is near ✝️",0,2021-10-22 21:33:46+00:00,0
"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:33:45+00:00,371
"RT @andrewbostom: This needs further study: UKHSA, p.23 “N [nucleocapsid] antibody levels appear to be lower in people who acquire infectio…",0,2021-10-22 21:33:45+00:00,312
"Wisconsin's new COVID-19 cases and hospitalizations are starting to drop slowly from early autumn highs, with more protection from the disease imminent as the @US_FDA and @CDCgov recommend more options for fully vaccinated people to get an additional dose. https://t.co/Uk232vZ0JI",1,2021-10-22 21:33:44+00:00,0
RT @JORGE_C_NY: @AllisonW_Sports How Trump's comments on COVID-19 correspond to case numbers in the U.S. https://t.co/cr1ApV8LmO,0,2021-10-22 21:33:44+00:00,2
"RT @maiamajumder: “[I]n the U.S. alone, the number of people who have lost a close relative—whether a child, sibling, spouse, parent, or gr…",0,2021-10-22 21:33:43+00:00,109
"MONAGHAN - COVID-19 WALK-IN VACCINATION CLINIC💉
You can get a first or second dose of the vaccine at the walk-in clinic in Monaghan over the bank holiday weekend and mid-term week. (Please note: walk-in clinics are for first &amp; second doses only)
More info.⬇️ #ForUsAll @HSEImm https://t.co/BGaJmshqtF",1,2021-10-22 21:33:43+00:00,2
"RT @CPHO_Canada: NEW – For the latest detailed #epidemiology of #COVID19 in Canada with highlights, trends and analysis see #PHAC’s COVID-1…",0,2021-10-22 21:33:42+00:00,7
"RT @CityNewsTO: Premier Ford had strong words for independent MPP Randy Hillier, who's accused by families of using photos of dead loved on…",0,2021-10-22 21:33:41+00:00,6
"RT @CDCgov: New @CDCMMWR finds that among all unvaccinated adults with COVID-19-associated hospitalizations, the proportion of those aged 1…",0,2021-10-22 21:33:41+00:00,43
"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:33:41+00:00,756
RT @RalstonReports: “We had seen a really good downward trend occurring with numbers of cases of COVID-19 since about mid-September...(But)…,0,2021-10-22 21:33:40+00:00,7
"@stuntinonem83 Epidemiologists were suggesting early on that Covid-19 seemed to be more of a blood vessel inflammatory disease than a respiratory illness. Though it spreads by breathing. It explained the general organ damage, brain fog, and amputations.

 https://t.co/Mzmm92gWj0",0,2021-10-22 21:33:39+00:00,0
"RT @randyhillier: COVID-19 cases, hospitalizations rise among those immunized in Simcoe Muskoka. Three of the four in the intensive care un…",0,2021-10-22 21:33:38+00:00,523
CDC advisory panel backs mix-and-match approach to Covid-19 vaccine boosters https://t.co/G53bNAE1IK via @statnews,0,2021-10-22 21:33:38+00:00,0
"Central Indiana Weekly COVID-19 Cases Per 100K Residents (as of Oct. 18):
Boone County - 175
Hamilton County - 134
Hancock County - 167
Hendricks County - 162
Johnson County - 181
Madison County - 234
Marion County - 139
Morgan County - 187
Shelby County - 306",0,2021-10-22 21:33:38+00:00,0
"RT @KagutaMuseveni: I have flagged off 282 pickup trucks for COVID-19 surveillance across the country. These are your cars, bought with the…",0,2021-10-22 21:33:38+00:00,286
"@RealCandaceO @guardian Australia has has a TOTAL of 1500 deaths in 18 months due to COVID-19. USA has that every day. Aust is heading to 90% in the next weeks. We have protected the most vulnerable in our community. I'm proud of Australians and what we've done. We fine thanks, we don't need any help.",0,2021-10-22 21:33:37+00:00,0
"RT @GeenaJagger: Scalise says GOP memo on closed-door Dr. Birx testimony confirms world was 'misled' on COVID-19 
https://t.co/c1tNkd2yjN",0,2021-10-22 21:33:37+00:00,54
"RT @GeenaJagger: Scalise says GOP memo on closed-door Dr. Birx testimony confirms world was 'misled' on COVID-19 
https://t.co/c1tNkd2yjN",0,2021-10-22 21:33:37+00:00,54
North Dakota reports 11 new COVID-19 deaths https://t.co/q7XNcuDjdq,0,2021-10-22 21:33:36+00:00,0
"RT @ZubyMusic: Is anybody aware of a single otherwise healthy child, anywhere in the world who died directly as a result of Covid-19 over t…",0,2021-10-22 21:33:36+00:00,479
"RT @SkyNews: A mutation of COVID-19 has been designated a ""variant under investigation"" by the UK Health Security Agency (UKHSA), after it…",0,2021-10-22 21:33:35+00:00,86
RT @Reuters: Explainer: Americans wonder: Which COVID-19 booster is best? https://t.co/3K4fKTNKF9 https://t.co/LUrElorCap,0,2021-10-22 21:33:35+00:00,9
"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:33:34+00:00,3546
☏ COVID-19 and its impact on student-athlete depression and anxiety: the return to campus ... #News https://t.co/063QnND5fE,0,2021-10-22 21:33:33+00:00,0
RT @Newsweek: It's possible booster doses of the COVID-19 vaccine could be required to fully participate in society. https://t.co/uNIzIWdaMN,0,2021-10-22 21:33:33+00:00,5
System Of A Down's Serj Tankian Tests Positive For COVID-19 https://t.co/OMflzpJ223,0,2021-10-22 21:33:32+00:00,0
RT @PHealthGnome: Just found out about this website today. It's a searchable list of the various companies Health Canada has had to investi…,0,2021-10-22 21:33:32+00:00,14
"@Bishop_Sheen Brand of 666 = vaccination COVID -19… you need it mandate, etc… if you dont have it you will loose your job… green pass / France/ Italy … smh don’t drink the cool aid.  Stand up. You will suffer but stand fast. Time is near ✝️",0,2021-10-22 21:33:32+00:00,0
"RT @MLevitt_NP2013: What is there to say but:
Wow!
Wow!
WOw! 
WOW!

COVID-19 is becoming a global pandemic of lies.",0,2021-10-22 21:33:31+00:00,339
"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:33:31+00:00,371
"RT @DHSWI: UPDATED: Today's #COVID19_WI data. Remember, you can find all the information you need, from #data to guidance, on our #COVID19…",0,2021-10-22 21:33:31+00:00,1
RT @Reuters: Explainer: Americans wonder: Which COVID-19 booster is best? https://t.co/3K4fKTNKF9 https://t.co/LUrElorCap,0,2021-10-22 21:33:30+00:00,9
"RT @AnnaHuntsman_: 🚨 Has the distribution of the COVID-19 vaccine made you more inclined to get other vaccines, like the flu shot, shingles…",0,2021-10-22 21:33:29+00:00,1
3 children under 12 have died from COVID-19 in the province. https://t.co/QThXpbFcdi,0,2021-10-22 21:33:28+00:00,0
"NEW: Alberta is reporting 656 new cases of COVID-19 from 10,732 tests (6.1% positivity). There are 889 people fighting COVID-19 in hospital (-23) and 191 in the ICU (+1). Sadly, 12 more people have died. @CTVCalgary",8,2021-10-22 21:33:27+00:00,7
"RT @ABC7NY: CDC expands COVID booster rollout with Moderna and Johnson &amp; Johnson doses, OKs mixing shots https://t.co/hsmOpX6Lh4 https://t.…",0,2021-10-22 21:33:26+00:00,3
"RT @ctvottawa: NEW: The Ottawa Police Service has implemented a new COVID-19 vaccination policy for all officers and civilians, with unvacc…",0,2021-10-22 21:33:25+00:00,2
"RT @MarkChangizi: If you’re unvaccinated, a social person, and haven’t yet gotten sick from Covid, it’s implausible that you haven’t been r…",0,2021-10-22 21:33:24+00:00,622
"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:33:24+00:00,756
"Vaccinations against COVID-19. After taking the first dose abroad, it is possible to take the second one in Poland. The regulation was published https://t.co/kWsBzIhK4X",0,2021-10-22 21:33:23+00:00,0
"RTStateDept: .@SecBlinken: The United States is proud to have donated more than $80 million in funding to Colombia to support a response, and six million safe, effective COVID-19 vaccine doses. As long as the virus is spreading anywhere, it’s a risk to p… https://t.co/SjgA8NVCWu",0,2021-10-22 21:33:23+00:00,0
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:33:23+00:00,689
RTStateDept: The United States is committed to beating COVID-19. We are committed to working with the rest of the world to do it. And we will not stop until we get the job done. https://t.co/lUwex239MZ,0,2021-10-22 21:33:22+00:00,0
"@gwensteroony @west_views @dem_cath @US_FDA 😔You still haven't defined what ""not 100% effective"" means. My understanding is that none of these vaccines stops the #Covid_19 infection, they only alleviate your symptoms and may prevent you from being hospitalised.  ( My 'you' wasn't a personal YOU ).",0,2021-10-22 21:33:22+00:00,0
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:33:22+00:00,689
RT @kovacsjulie: This should be REQUIRED reading for grant review panels! Guys just don’t get it! Women submitted fewer papers during the s…,0,2021-10-22 21:33:21+00:00,15
Today in the local paper a FedEx guy got sick in his truck and customer called 911. He didn't make it but I guess he said he had have #Covid_19 in September. They think it came back as a blood clot and killed him tho not official yet. He was 31. #GetVaccinated,0,2021-10-22 21:33:21+00:00,0
RT @l_stone: #BREAKING: MPP Lindsey Park has resigned as a member of the PC caucus and will sit as an independent until next June’s electio…,0,2021-10-22 21:33:20+00:00,31
"RT @orlandosentinel: Florida Surgeon General Ladapo questions COVID-19 vaccine effectiveness, safety https://t.co/LSo6nq2lfH https://t.co/c…",0,2021-10-22 21:33:20+00:00,8
"All COVID-19 vaccines are now approved for boosters - Pfizer, Moderna, and Johnson &amp; Johnson. People may also receive booster doses that are different than their original vaccine. For more info and to make an appointment, visit https://t.co/ZxbAMrw6RI https://t.co/GNczZPmgOC",16,2021-10-22 21:33:19+00:00,4
"RT @duty2warn: Chad Bianco, sheriff of Riverside County who railed against COVID-19 restrictions has been revealed as a member of the Oath…",0,2021-10-22 21:33:19+00:00,1016
"RT @AndrewHolnessJM: (1/2) Through financing from the CHASE Fund, an agency under the @OPMJamaica, the long-awaited Genome Sequencer, which…",0,2021-10-22 21:33:18+00:00,1
RT @SkyNews: COVID-19: Liverpool council health board advises people to work from home in face of rising coronavirus cases  https://t.co/DZ…,0,2021-10-22 21:33:18+00:00,36
"The vaccines are safe and effective. This is cherry-picking.
https://t.co/yMBvL5lBJ5

https://t.co/ocLvqZA2EH https://t.co/OgLjmgv1iP",6,2021-10-22 21:33:18+00:00,1
"RT @CarnegieCorp: Global food production &amp; distribution has not kept pace with threats posed by disease, conflict &amp; climate change, while d…",0,2021-10-22 21:33:18+00:00,11
RT @SenMcKinneyLD11: It’s funny how people care about the economic vitality of the state now because of possible Covid-19 mandates but over…,0,2021-10-22 21:33:17+00:00,6
"RT @NSWHealth: These LGAs are leading the charge when it comes to double dose COVID-19 vaccinations:

🏅 Camden…",0,2021-10-22 21:33:17+00:00,58
@bmisbhaven @RogerMarshallMD Never said that. But it seems you decided where it came from first and are just wanting evidence that supports that. Why even bother with the COVID-19 Origin Act if bmisbhaven has the answers already??,0,2021-10-22 21:33:17+00:00,0
"RT @StateDept: .@SecBlinken: The United States is proud to have donated more than $80 million in funding to Colombia to support a response,…",0,2021-10-22 21:33:17+00:00,12
"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:33:17+00:00,756
"RT @OccupyDemocrats: BREAKING: Popular California burger chain In-N-Out exposed for donating $40,000 to the Republican Party during the fai…",0,2021-10-22 21:33:16+00:00,5510
RT @TNLookout: Senior Reporter @anitawadhwani has confirmed the deaths of an additional five public school staff members from COVID-19 in O…,0,2021-10-22 21:33:16+00:00,22
RT @826Maureen: “Senator Hanson will today introduce legislation making it unlawful to discriminate against Australians who exercise their…,0,2021-10-22 21:33:16+00:00,7
RT @Fibci2: I am very happy with my decision of not getting vaccinated. They have no clue what they are doing. https://t.co/NDEjfwynly,0,2021-10-22 21:33:16+00:00,16
RT @TheAnything_Bot: Strawberry elephant has been diagnosed with COVID-19 https://t.co/UAMIjt7VCR,0,2021-10-22 21:33:14+00:00,51
RT @bannerite: Unvaccinated are hosts to #Covid_19 virus and allow it to mutate! They are a serious threat to the rest of us! #GetVaccinate…,0,2021-10-22 21:33:14+00:00,6
"RT @SkyNews: A mutation of COVID-19 has been designated a ""variant under investigation"" by the UK Health Security Agency (UKHSA), after it…",0,2021-10-22 21:33:13+00:00,86
RT @MasoodImadMv: Protest against Indian Military presence in Maldives is sending shock waves within the @ibusolih Government. The largest…,0,2021-10-22 21:33:13+00:00,18
"RT @AAPSonline: ""There have been zero awards given for COVID-19 vaccine claims.... [N]ot a dime ... has gone to persons injured by the COVI…",0,2021-10-22 21:33:12+00:00,20
RT @RACGPPresident: 94% of patients with COVID-19 in Victorian hospitals are unvaccinated. I refuse to give up on the small number of eligi…,0,2021-10-22 21:33:12+00:00,29
@TheEconomist Can we maybe end Covid-19 first?,0,2021-10-22 21:33:11+00:00,0
RT @dawnindenmark: 19 refugees locked up in the hotel are covid positive that's almost 50% of the group there. If this was any other facili…,0,2021-10-22 21:33:10+00:00,234
"#WEARMASKS #WORKFROMHOME #COVIDISNTOVERANDNEVERWAS

COVID-19: Liverpool council health board advises people to work from home in face of rising coronavirus cases 
https://t.co/iGMqnXs4Se https://t.co/HPO0A7T5qM",0,2021-10-22 21:33:10+00:00,0
"RT @sandrabo2015: Dr. Jeffrey Jahre at St. Lukes, PA is willing to monitor staff with natural COVID immunity and not force a one-size-fits-…",0,2021-10-22 21:33:08+00:00,11
RT @MofaNepal: Hon. Minister for Foreign Affairs Dr. Narayan Khadka received Amb of Australia H.E. Ms. Felicity Jane Volk in his office tod…,0,2021-10-22 21:33:08+00:00,6
"RT @SafeEdForAll_UK: Enough is enough.50000 daily cases. NHS on its knees. No plan B 

It might be halfterm but schools closing due to COVI…",0,2021-10-22 21:33:08+00:00,78
"RT @jasonrantz: I’m sorry, but is Biden okay? Wasn’t he near DHS Secretary Mayorkas over the weekend? Mayorkas tested positive for COVID-19…",0,2021-10-22 21:33:08+00:00,406
RT @Naija_PR: Germany have experienced spike in Covid-19 infections,0,2021-10-22 21:33:07+00:00,3
